-3.4087e-05,-0.017514,0.0038924
-0.00012709,-0.035167,0.0074235
-0.0002815,-0.052716,0.010938
-0.00049638,-0.070158,0.014438
-0.00077086,-0.087486,0.017924
-0.001104,-0.1047,0.021396
-0.0014951,-0.12178,0.024857
-0.0019432,-0.13874,0.028306
-0.0024474,-0.15557,0.031745
-0.0030071,-0.17226,0.035175
-0.00368,-0.18849,0.038926
-0.0044103,-0.20457,0.042665
-0.005197,-0.2205,0.046395
-0.0060394,-0.23628,0.050115
-0.0069364,-0.25189,0.053827
-0.0078872,-0.26735,0.057531
-0.008891,-0.28264,0.061227
-0.0099468,-0.29776,0.064917
-0.011054,-0.31272,0.068601
-0.012211,-0.32751,0.072279
-0.013418,-0.34213,0.075952
-0.014674,-0.35657,0.079621
-0.015978,-0.37084,0.083285
-0.017328,-0.38494,0.086946
-0.018725,-0.39886,0.090603
-0.020168,-0.4126,0.094258
-0.021655,-0.42617,0.097909
-0.023186,-0.43955,0.10156
-0.02476,-0.45276,0.10521
-0.026376,-0.46579,0.10885
-0.028034,-0.47864,0.1125
-0.029732,-0.49131,0.11614
-0.03147,-0.5038,0.11978
-0.033247,-0.51611,0.12342
-0.035063,-0.52825,0.12706
-0.036916,-0.5402,0.1307
-0.038805,-0.55198,0.13434
-0.040731,-0.56359,0.13798
-0.042691,-0.57502,0.14161
-0.044686,-0.58627,0.14525
-0.046714,-0.59735,0.14889
-0.048775,-0.60825,0.15252
-0.050868,-0.61899,0.15615
-0.052992,-0.62955,0.15979
-0.055145,-0.63995,0.16342
-0.057329,-0.65018,0.16705
-0.059541,-0.66024,0.17068
-0.06178,-0.67013,0.17431
-0.064047,-0.67987,0.17794
-0.06634,-0.68944,0.18156
-0.068657,-0.69885,0.18519
-0.071,-0.7081,0.18881
-0.073366,-0.7172,0.19243
-0.075755,-0.72614,0.19604
-0.078166,-0.73493,0.19965
-0.080597,-0.74356,0.20326
-0.08305,-0.75205,0.20687
-0.085521,-0.76039,0.21047
-0.088012,-0.76858,0.21407
-0.09052,-0.77663,0.21766
-0.093045,-0.78453,0.22125
-0.095586,-0.7923,0.22483
-0.098143,-0.79992,0.22841
-0.10071,-0.80741,0.23198
-0.1033,-0.81477,0.23555
-0.1059,-0.82199,0.23911
