-0.0178,-0.0059341,0
-0.035562,-0.011859,0
-0.053278,-0.017777,0
-0.070941,-0.023689,0
-0.088401,-0.030721,0
-0.10583,-0.037764,0
-0.12322,-0.044819,0
-0.14056,-0.051889,0
-0.15785,-0.058974,0
-0.17508,-0.066078,0
-0.19225,-0.0732,0
-0.20934,-0.080345,0
-0.22635,-0.087512,0
-0.24328,-0.094703,0
-0.26012,-0.10192,0
-0.27686,-0.10917,0
-0.29349,-0.11644,0
-0.31002,-0.12375,0
-0.32643,-0.13109,0
-0.34272,-0.13847,0
-0.35889,-0.14588,0
-0.37492,-0.15333,0
-0.39082,-0.16082,0
-0.40658,-0.16835,0
-0.42219,-0.17592,0
-0.43766,-0.18354,0
-0.45297,-0.1912,0
-0.46813,-0.19891,0
-0.48313,-0.20667,0
-0.49796,-0.21447,0
-0.51263,-0.22233,0
-0.52712,-0.23024,0
-0.54144,-0.2382,0
-0.55559,-0.24621,0
-0.56956,-0.25428,0
-0.58334,-0.26241,0
-0.59695,-0.27059,0
-0.61037,-0.27883,0
-0.6236,-0.28713,0
-0.63665,-0.29549,0
-0.6495,-0.3039,0
-0.66217,-0.31238,0
-0.67464,-0.32092,0
-0.68693,-0.32952,0
-0.69901,-0.33818,0
-0.71091,-0.3469,0
-0.72261,-0.35569,0
-0.73412,-0.36454,0
-0.74543,-0.37345,0
-0.75655,-0.38242,0
-0.76747,-0.39145,0
-0.7782,-0.40055,0
-0.78874,-0.4097,0
-0.79908,-0.41892,0
-0.80924,-0.4282,0
-0.8192,-0.43753,0
-0.82897,-0.44693,0
-0.83855,-0.45638,0
-0.84794,-0.46589,0
-0.85715,-0.47545,0
-0.86617,-0.48507,0
-0.875,-0.49474,0
-0.88366,-0.50446,0
-0.89213,-0.51423,0
-0.90042,-0.52405,0
-0.90853,-0.53392,0
-0.91647,-0.54383,0
-0.92423,-0.55378,0
-0.93182,-0.56378,0
-0.93923,-0.57381,0
-0.94648,-0.58388,0
-0.95357,-0.59398,0
-0.96048,-0.60411,0
-0.96724,-0.61427,0
-0.97383,-0.62446,0
-0.98027,-0.63467,0
-0.98654,-0.6449,0
-0.99267,-0.65515,0
-0.99864,-0.66541,0
-1.0045,-0.67568,0
-1.0101,-0.68597,0
-1.0157,-0.69625,0
-1.0211,-0.70654,0
-1.0263,-0.71683,0
-1.0314,-0.72712,0
-1.0364,-0.7374,0
-1.0413,-0.74767,0
-1.046,-0.75792,0
-1.0506,-0.76816,0
-1.055,-0.77838,0
-1.0594,-0.78857,0
-1.0636,-0.79874,0
-1.0677,-0.80888,0
-1.0717,-0.81899,0
-1.0755,-0.82906,0
-1.0793,-0.83909,0
-1.0829,-0.84907,0
-1.0865,-0.85902,0
-1.0899,-0.86891,0
-1.0933,-0.87876,0
-1.0965,-0.88855,0
-1.0996,-0.89828,0
-1.1027,-0.90796,0
-1.1056,-0.91757,0
-1.1085,-0.92712,0
-1.1113,-0.9366,0
-1.114,-0.94602,0
-1.1166,-0.95536,0
