-0.0089946,0.010794,0
-0.017874,0.021453,0
-0.026637,0.031978,0
-0.035283,0.042369,0
-0.04381,0.05263,0
-0.052218,0.06276,0
-0.060507,0.072761,0
-0.068675,0.082634,0
-0.076723,0.09238,0
-0.08465,0.102,0
-0.092457,0.1115,0
-0.10014,0.12087,0
-0.10771,0.13012,0
-0.11515,0.13925,0
-0.12248,0.14826,0
-0.12969,0.15715,0
-0.13677,0.16592,0
-0.14374,0.17457,0
-0.15059,0.18311,0
-0.15733,0.19154,0
-0.16395,0.19985,0
-0.17045,0.20805,0
-0.17684,0.21613,0
-0.18312,0.22411,0
-0.18929,0.23197,0
-0.19534,0.23973,0
-0.20129,0.24738,0
-0.20713,0.25492,0
-0.21286,0.26236,0
-0.21848,0.26969,0
-0.22401,0.27692,0
-0.22942,0.28405,0
-0.23474,0.29107,0
-0.23996,0.298,0
-0.24508,0.30482,0
-0.2501,0.31155,0
-0.25502,0.31818,0
-0.25985,0.32471,0
-0.26459,0.33114,0
-0.26923,0.33749,0
-0.27379,0.34373,0
-0.27825,0.34989,0
-0.28263,0.35595,0
-0.28692,0.36193,0
-0.29113,0.36781,0
-0.29525,0.3736,0
-0.2993,0.37931,0
-0.30326,0.38493,0
-0.30715,0.39047,0
-0.31095,0.39592,0
-0.31468,0.40128,0
-0.31834,0.40656,0
-0.32192,0.41177,0
-0.32543,0.41689,0
-0.32887,0.42193,0
-0.33224,0.42689,0
-0.33555,0.43177,0
-0.33878,0.43658,0
-0.34195,0.44131,0
-0.34506,0.44596,0
-0.3481,0.45055,0
-0.35109,0.45505,0
-0.35401,0.45949,0
-0.35687,0.46385,0
-0.35967,0.46815,0
-0.36242,0.47237,0
-0.36511,0.47653,0
-0.36775,0.48062,0
-0.37033,0.48464,0
-0.37286,0.48859,0
-0.37534,0.49249,0
-0.37776,0.49631,0
-0.38014,0.50008,0
-0.38247,0.50378,0
-0.38475,0.50742,0
-0.38699,0.511,0
-0.38918,0.51452,0
-0.39132,0.51798,0
-0.39343,0.52138,0
-0.39548,0.52473,0
-0.3975,0.52802,0
-0.39948,0.53125,0
-0.40141,0.53443,0
-0.40331,0.53755,0
-0.40516,0.54063,0
-0.40698,0.54365,0
-0.40877,0.54662,0
-0.41051,0.54953,0
-0.41222,0.5524,0
-0.4139,0.55522,0
-0.41554,0.55799,0
-0.41715,0.56071,0
-0.41873,0.56339,0
-0.42027,0.56602,0
-0.42178,0.5686,0
-0.42326,0.57114,0
-0.42472,0.57363,0
-0.42614,0.57609,0
-0.42753,0.57849,0
-0.4289,0.58086,0
-0.43023,0.58319,0
-0.43155,0.58547,0
-0.43283,0.58771,0
-0.43409,0.58992,0
-0.43532,0.59209,0
-0.43653,0.59421,0
-0.43771,0.5963,0
-0.43887,0.59836,0
-0.44001,0.60038,0
-0.44112,0.60236,0
-0.44222,0.6043,0
-0.44329,0.60622,0
