01 Mar 2017, 18:16:22,Pending
01 Mar 2017, 18:16:24,Pending
01 Mar 2017, 18:16:27,Bad
01 Mar 2017, 18:16:29,Bad
01 Mar 2017, 18:16:31,Bad
01 Mar 2017, 18:16:33,Bad
01 Mar 2017, 18:16:35,Good
01 Mar 2017, 18:16:37,Good
01 Mar 2017, 18:16:39,Pending
01 Mar 2017, 18:16:41,Pending
01 Mar 2017, 18:16:43,Bad
01 Mar 2017, 18:16:45,Bad
01 Mar 2017, 18:16:47,Bad
