Connecting...
Enable Sensors (Acc, Mag, Gyro)
Timestamp,X,Y,Z,MagX,MagY,MagZ,GyroX,GyroY,GyroZ
2017:02:03:16:53:22:929,0.1,0,1.1,9,-30,44.8,-3.2,-2.6,-2.4
2017:02:03:16:53:22:929,0.1,0,1.1,9,-30,44.8,-3.2,-2.6,-2.4
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:23:921,0,0,1,8.8,-28.8,45.7,0.2,-1.9,-2.2
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:24:915,0,0,1,8.7,-28.6,45.3,-0.8,-1,-4.1
2017:02:03:16:53:25:908,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:908,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:25:909,0.1,0,1,10.5,-30,46.2,-1.8,-3.8,-4.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:902,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:26:903,0,0,1,9.7,-29.7,44.2,-0.1,-1.1,-2.8
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:27:896,0,0.2,1,9.3,-30.7,46.2,-4.3,-3.6,-2
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:28:890,-1,0,0,10.2,-30.6,45,-13.1,152.3,125
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
2017:02:03:16:53:29:884,-1,0,0,9.1,-25.2,40.2,-2.3,-1.4,-1.9
