Timestamp,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ
20170307181508926,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508928,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181508929,-0.4,-0.1,-0.9,0,0,0,0,0,0
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509122,-0.4,-0.1,-0.9,8.5,-27.7,-88.6,-2.7,-1.4,-2.3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
20170307181509123,-0.4,-0.1,-0.9,6,-28.3,-89.6,-4.4,-2,-3
